6	1.53706536966968E-043
7	3.2122849982512E-044
8	1.00058201207294E-044
9	4.0694748214326E-045
10	2.00414561703358E-045
12	7.18466209779487E-046
15	2.79380636799589E-046
20	1.2718768460434E-046
30	7.92846185590114E-047
40	7.72308265053473E-047
50	8.36842739284709E-047
70	1.01818712674102E-046
100	1.34261059624927E-046
120	1.58000808029976E-046
150	1.95760922343171E-046
200	2.60412620273414E-046
400	5.2E-046
1000	1.3E-045
2000	2.6E-045
3000	3.9E-045
5000	6.5E-045
7000	9.1E-045
10000	1.3E-044
